author,title,imprint,nationality,inferreddate,htid
"Deprend, Jeffrey.","The golden poppy; a novel, by Jeffrey Deprend ...","J.W. Wallace & Company, 1920.",ilu,1920,nyp.33433074811104
"Dewey, John, 1859-1952.",Characters and events;,H. Holt and company [c1929],nyu,1929,mdp.39015003848937
"Ogg, Frederic Austin, 1878-1951.","Introduction to American government; the national government, by Frederic A. Ogg, and P. Orman Ray.","Century Co., 1923.",nyu,1923,uc1.$b50417
"Bedford, Edgar A.",General science : a book of projects / by Edgar A. Bedford.,"Allyn and Bacon, 1921.",mau,1921,hvd.32044097026637
Ohio State University.,Contributions in English.,The University.,ohu,1921,mdp.39015029412999
"Bridges, Thomas Charles, 1868-","Kings of commerce, by T.C. Bridges and H. Hessell Tiltman ... with twenty-nine illustrations in half-tone.",Crowell [1928],nyu,1928,wu.89094686110
"Mathews, John Mabry, 1883-","American foreign relations; conduct and policies, by John Mabry Mathews ...",The Century Co. [c1928],nyu,1928,uc1.$b106816
"Johnston, Alexander, 1849-1889.","American orations; studies in American political history, edited with introduction by Alexander Johnston ... edited with historical and textual notes by James Albert Woodburn ...",G.P. Putnam's Sons [c1927],nyu,1927,uc1.$b60394
"Bernays, Edward L., 1891-1995.",Crystallizing public opinion [by] Edward L. Bernays.,H. Liveright 1929.,nyu,1929,mdp.39015002345398
"Metcalf, Henry C. 1867-1942.","The psychological foundations of management, edited by Henry C. Metcalf ....","A.W. Shaw company; A.W. Shaw and company, limited, 1927.",ilu,1927,coo.31924013917095
"Brown, William, 1881-","Mind and personality ; an essay in psychology and philosophy, by William Brown.","G. P. Putnam's sons, 1927.",nyu,1927,mdp.39015002388760
,Publications of the Texas Folklore Society.,"Texas Folklore Society, 1916-",txu,1923,hvd.tz1f1w
"Shestov, Lev, 1866-1938.",All things are possible / by Leo Shestov ; authorised translation by S.S. Koteliansky ; with a foreword by D.H. Lawrence.,"R. M. McBride, 1920.",nyu,1920,mdp.39015021911733
Plotinus.,"The essence of Plotinus,","Oxford university press, 1934.",nyu,1934,mdp.39015011011007
"Reed, Latham R.","Frankie in wonderland; : with apologies to Lewis Carroll, the originator and pre-historian of the new deal. / By a Tory.","E. P. Dutton & co., inc., c1934.",nyu,1934,mdp.39015001579047
"Cottrell, Leonard S.","Roles and marital adjustment [by] Leonard S. Cottrell, jr. ... Abstract.",1933,ilu,1933,coo.31924014005411
"Lippmann, Walter, 1889-1974.","A modern reader; essays on present-day life and culture,",D. C. Heath and company [c1936],mau,1936,mdp.39015073301973
"Herring, Pendleton, 1903-2004.",Public administration and the public interest.,"McGraw-Hill, 1936.",nyu,1936,mdp.39015010936857
"Aly, Bower, 1903-","Unicameral legislatures : the eleventh annual debate handbook, 1937-1938 / edited by Bower Aly.","Lucas Bros., 1937.",mou,1937,wu.89101006120
"Rader, Perry S. 1859-1934.",Civil government of the United States and the state of Missouri. New and rev. By Perry S. Rader.,"Lucas Brothers, 1932.",mou,1932,uc1.b3639895
"Macmurray, John, 1891-1976.","The structure of religious experience, by John Macmurray ...","Yale University Press, 1936.",ctu,1936,wu.89094579489
"More, Paul Elmer, 1864-1937.",On being human.,"Books for Libraries Press, 1968 [c1936] Princeton University Press, 1936",nyu,1936,mdp.39015015191888
"Burke, Kenneth, 1897-1993.","Permanence and change; an anatomy of purpose,","New republic, inc., 1936",nyu,1935,uc1.b3924305
"Roosevelt, Franklin D. 1882-1945.","Government - not politics, by Franklin D. Roosevelt.",Covici-Friede [c1932],nyu,1932,mdp.39015008716345
,Transactions.,"Connecticut Academy of Arts and Sciences; Distributed by Archon Books, c1866-",ctu,1937,mdp.39015009362826
"Alexander, Franz, 1891-1964.","The medical value of psychoanalysis, by Franz Alexander, M.D.","W.W. Norton & Company, Inc., 1932.",nyu,1932,mdp.39015001984965
"Wheeler, Raymond Holder, 1892-",The laws of human nature; a general view of Gestalt psychology.,D. Appleton [c1932],nyu,1932,coo.31924055351641
"Mayer, J. P. 1903-1992",Political thought : the European tradition / by J.P. Mayer ; in co-operation with R.H.S. Crossman ... [et al.].,"Viking, 1939.",nyu,1939,mdp.39015003652032
"Thomas, Norman, 1884-1968.",America's way out: a program for democracy.,"Macmillan Co., 1931.",nyu,1931,mdp.39015021942480
"Wells, H. G. 1866-1946.","The new American, the new world.","The Macmillan company, 1935.",nyu,1935,mdp.39015008722194
American Historical Association. Commission on the Social Studies in the Schools.,Conclusions and recommendations of the Commission.,C. Scribner's sons [c1934],nyu,1934,mdp.39015030520269
,Mental measurement monographs.,Williams & Wilkins Co.,mdu,1936,uc1.b4305266
"Gaus, John M. 1894-1969.","A study of research in public administration, prepared for the Advisory committee on public administration of the Social science research council, / by John M. Gaus.","[Social science research council,], 1930.",nyu,1930,mdp.39015023141685
"Blackhurst, J. Herbert 1890-",Principles of methods / J. Herbert Blackhurst.,"University Press, 1936.",iau,1936,mdp.39015059733389
"Beauchamp, Wilbur Lee. 1891-","Instruction in science, by Wilbur L. Beauchamp.","U. S. Govt. Print. Off., 1933.",dcu,1933,uc1.$b59763
"Joad, C. E. M. 1891-1953.","Liberty to-day,","E. P. Dutton & co., inc. [c1935]",nyu,1935,uc1.b3376625
"Howison, George Holmes, 1834-1917.","George Holmes Howison, philosopher and teacher; a selection from his writings, with a biographical sketch, by John Wright Buckham and George Malcolm Stratton.","University of California press, 1934.",cau,1934,uc1.b3134838
"Drachman, Julian M. 1894-","Studies in the literature of natural science, by Julian M. Drachman ...","The Macmillan company, 1930.",nyu,1930,mdp.39015009047559
,The President's tax program : an analysis of a tranparent political gesture.,"American Liberty League, 1935.",dcu,1935,wu.89096342647
"Van Doren, Carl, 1885-1950.",American and British literature since 1890.,"D. Appleton-Century company, incorporated [c1939]",nyu,1939,mdp.39015063054947
"Reiser, Oliver Leslie, 1895-1974.",Philosophy and the concepts of modern science / by Oliver L. Reiser.,"The Macmillan Company, ©1935.",nyu,1935,mdp.39015030980604
American Education Fellowship. Commission on the Secondary School Curriculum. Committee on the Function of Science in General Education.,Science in general education; suggestions for science teachers in secondary schools and in the lower division of colleges; report.,D. Appleton-Century Co. [1938],nyu,1938,mdp.39015049848529
"Moreno, J. L. 1889-1974.","Who shall survive? A new approach to the problem of human interrelations, by J. L. Moreno, M. D.","Nervous and mental disease publishing co., 1934.",dcu,1934,mdp.39015002361148
"Henry, Robert Selph, 1889-1970.",The story of the confederacy / by Robert Selph Henry.,"Bobbs-Merrill company, [c1931]",inu,1931,mdp.39015056102596
"Gray, John Chipman, 1839-1915.",The nature and sources of the law / by John Chipman Gray.,"Macmillan, 1938.",nyu,1938,uiug.30112118810305
"Hough, Lynn Harold, 1877-","Personality and science,","Harper & brothers, 1930.",nyu,1930,mdp.39015003292789
"Allen, Chauncey Newell, 1900-","Individual differences in delayed reaction of infants; a study of sex differences in early retentiveness,",1931,nyu,1931,uva.x002614850
"Harvey, W. H. 1851-","The book, by W. H. (Coin) Harvey ...",The Mundus publishing company [c1932],aru,1932,uc1.$b280325
"Timasheff, Nicholas S. 1886-1970.",The crisis in the Marxian theory of law / by N.S. Timasheff.,"New York University School of Law, 1939.",nyu,1939,umn.31951002645075b
"Lindley, Ernest Kidder, 1899-","The Roosevelt revolution, first phase, by Ernest K. Lindley.","The Viking Press, 1933.",nyu,1933,mdp.39015002313503
"Gideonse, Harry David, 1901-","Second-year course in the study of contemporary society (Social Science II) Syllabus and selected readings, edited by Harry D. Gideonse [and others]","The University of Chicago, 1934.",ilu,1934,uc1.$b86641
"Reeves, Earl.","Truth about the new deal [by] Robert L. Lund, Howard E. Coffin [and] Dr. Charles W. Burkett. in collaboration with Earl Reeves.","Longmans, Green and co., 1936.",nyu,1936,uiug.30112064614594
"Horne, Herman Harrell, 1874-","The philosophy of education; being the foundations of education in the related natural and mental sciences, by Herman Harrell Horne.","The Macmillan company ; Macmillan & co., ltd., 1937.",nyu,1937,mdp.39015003452607
"Mins, Henry F. 1903-1981.","Materialism, the scientific bias ... [by] Henry Felix Mins junior.","[publisher not identified], 1934.",nyu,1934,mdp.39015003739284
"Symonds, Percival Mallon, 1893-1960.","The psychology of parent-child relationships,","D. Appleton-Century company, incorporated [c1939]",nyu,1939,mdp.39015004143627
"Harris, Markham, 1907-",The case for tragedy : being a challenge to those who deny the possibility of a tragic spirit in the modern world.,"G. P. Putnam's sons, 1932.",nyu,1932,mdp.39015004862580
"Cameron, William John, 1879-1955.",The Ford Sunday evening hour talks ...,[Ford Motor Company] 1936-,miu,1935,uc1.b3136348
"Pyle, Charles McAlpin.",Your road to happiness : an introduction to egoanalysis / by Charles McAlpin Pyle.,"People's Foundation, 1938.",nyu,1938,hvd.hw3drs
United States. President (1933-1945 : Roosevelt),First plan on government reorganization.,"[U. S. Govt. print. off], [1939]",dcu,1939,umn.319510025686648
"Robinson, Claude E. 1900-","Straw votes; a study of political prediction, by Claude E. Robinson with a foreword by Robert E. Chaddock.","Columbia university press, 1932.",nyu,1932,mdp.39015009335582
"Hill, Charles E. 1881-1936.",Leading American treaties / by Charles E. Hill.,"Macmillan, 1931.",nyu,1931,coo.31924017523345
"Lewis, Ethel, 1896-","The White House; an informal history of its architecture, interiors and gardens, by Ethel Lewis.","Dodd, Mead & company, 1937.",nyu,1937,uc1.$b727631
"Seibert, Louise Cleret, 1892-","A series of experiments on the learning of French vocabulary,","The Johns Hopkins press, 1932.",mdu,1932,mdp.39015030037330
"Columbia Broadcasting System, inc.","Exact measurements of the spoken word, 1902-1936 / Columbia Broadcasting System.","CBS, 1936.",nyu,1936,uiug.30112114046227
"Bailey, Harriet.","Nursing mental diseases, by Harriet Bailey ..","The Macmillan company, 1939.",nyu,1939,osu.32435000631838
"Stratton, George Malcolm, 1865-1957.","International delusions, by George Malcolm Stratton ...","Houghton Mifflin Company, 1936.",mau,1936,uc1.$b587984
"Sorokin, Pitirim Aleksandrovich, 1889-1968.",Principles of rural-urban sociology / by Pitirim Sorokin and Carle C. Zimmerman.,"H. Holt and company, [1939]",nyu,1939,mdp.39015007547014
"Goodenough, Florence Laura, 1886-","Anger in young children, by Florence L. Goodenough.",The University of Minnesota press [c1931],mnu,1931,mdp.39015008504956
"Miller, Edwin Lillie, 1868-1934.",Explorations in literature ...,"J. B. Lippincott Company, [c1938]",ilu,1937,uc1.b3629966
Yale University. Clinic of Child Development.,"The first five years of life; a guide to the study of the pre-school child, from the Yale clinic of child development.",Harper & brothers [c1940],nyu,1940,mdp.39015001639023
"Murphy, Lois Barclay, 1902-2003.",Emotional factors in learning.,"Columbia university press, 1944.",nyu,1944,mdp.39015003486753
"Kamp, Joseph P. 1900-","The hell with G. I. Joe! Bureaucratic regimentation vs. constitutional government, by Joseph P. Kamp. with the views of W. Lee O'Daniel, Paul McNutt, Albert Jay Nock, Francis Biddle [and] John Edgar Hoover.","Constitutional educational league, 1944]",nyu,1944,osu.32435010823755
"Crawford, Arthur Whipple.","Monetary management under the new deal; the evolution of a managed currency system--its problems and results, by Arthur Whipple Crawford, Ph. D.",American Council on Public Affairs [c1940],dcu,1940,uc1.$b106534
"Mosher, William E. 1877-1945.",Introduction to responsible citizenship.,H. Holt and company [c1941],nyu,1941,uc1.$b670688
"Frank, J. O. 1885-1949.","Mystery experiments and problems for science classes and science clubs, by J.O. Frank, assisted by Guy J. Barlow.","J.O. Frank, c1940.",wiu,1940,osu.32435014849087
"Wiley, George M. 1875-1968.","The redirection of secondary education; a social interpretation, by George M. Wiley, Jr. ...","Macmillan, 1940.",nyu,1940,mdp.39015062812998
"Frankfort, Henri, 1897-1954.",Before philosophy: the intellectual adventure of ancient man.,Penguin Books [1949],mdu,1949,osu.32435066152679
United States. Congress. Senate. Committee on Territories and Insular Affairs.,"Nomination of Rexford G. Tugwell : hearings before the Committee on Territories and Insular Affairs, United States Senate, seventy-seventh Congress, first session, on the nomination of Rexford G. Tugwell as governor of Puerto Rico, August 6, 12, 13, and 18, 1941.","U.S. G.P.O., 1941.",dcu,1941,uiug.30112119744842
"Sherwood, Robert E. 1896-1955.","Roosevelt and Hopkins, an intimate history.",Harper [1948],nyu,1948,mdp.39015004716604
"Sparrow, Carroll Mason, 1880-1941.",Voyages and cargoes. [Essays].,1947,vau,1947,mdp.39015030981677
"Baker, Emily Veronica.","Children's questions and their implications for planning the curriculum,","Teachers college, Columbia university [1945]",nyu,1945,mdp.39015074160550
"Jones, W. H. S. 1876-1963","Philosophy and medicine in ancient Greece, with an edition of [in vernacular]. By W. H. S. Jones ...","The Johns Hopkins press, 1946.",mdu,1946,wu.89094323128
"Britt, Steuart Henderson, 1907-1979.",Social psychology of modern life [by] Steuart Henderson Britt.,"Farrar & Rinehart, inc. [c1941]",nyu,1941,mdp.39015002397472
"Hubbard, Elizabeth Vernon, Mrs.","Your children at school, how they adjust and develop ... [by] Elizabeth Vernon Hubbard; introduction by Hughes Mearns.",The John Day Company [1942],nyu,1942,mdp.39015074149587
University of Chicago Round Table (Radio program),Round table; [transcripts].,University of Chicago],ilu,1940,iau.31858045069667
"Brooks, Van Wyck, 1886-1963.","New England: Indian summer, 1865-1915 / by Van Wyck Brooks.","E. P. Dutton & Co., 1940.",nyu,1940,uc1.b3543579
"Smith, Charles W. 1904-","Public opinion in a democracy; a study of American politics, by Charles W. Smith, jr. ...","Prentice-Hall, inc., [1948.]",nyu,1948,hvd.hx4sze
"Calhoun, John C. 1782-1850.",A disquisition on government. With an introd. by Naphtaly Levy.,"Poli Sci Classics, 1947.",nyu,1947,uiug.30112004329725
"Ehrenwald, Jan, 1900-1988",Telepathy and medical psychology.,Norton [c1948],nyu,1948,uc1.32106010583091
,The James Sprunt studies in history and political science.,"The University, [1900]-©2000.",ncu,1942,osu.32435021329883
"McGovern, William Montgomery, 1897-",From Luther to Hitler : the history of fascist-nazi political philosophy / William Montgomery McGovern.,"Houghton Mifflin, 1941.",mau,1941,mdp.39015002721721
"Chakhotin, Sergeĭ, 1883-","The rape of the masses; the psychology of totalitarian political propaganda, by Serge Chakotin; translated by E. W. Dickes.","Alliance Book Corporation, [c1940].",nyu,1940,uc1.$b20592
"Wilson, Irma, 1895-","Mexico; a century of educational thought, by Irma Wilson ...","Hispanic institute in the United States, 1941.",nyu,1941,mdp.39015011251207
"Mira y López, Emilio, 1896-1964.",Psychiatry in war.,Norton [c1943],nyu,1943,uc1.b4238323
"Howland, Hazel Pope.","How to read in science and technology / by Hazel Pope Howland, Lawrence L. Jarvie, Leo F. Smith.","Harper, [1943]",nyu,1943,mdp.39015030970621
"Fisher, Dorothy Canfield, 1879-1958.",American portraits; pictures by Enit Kaufman; text by Dorothy Canfield Fisher.,H. Holt and Company [1946],nyu,1946,wu.89067326686
American Academy of Arts and Letters.,Commemorative tributes of the American Academy of Arts and Letters.,1942-51.,nyu,1942,mdp.39076005275271
"Cornell, Edward S., 1892-","America's future pattern, by Edward S. Cornell ...","Bar press, inc., [c1942]",nyu,1942,uc1.$b237187
"Teggart, Frederick John, 1870-1946.","The idea of progress, a collection of readings.  Rev. ed., with an introd. by George H. Hildebrand.",University of California Press [c1949],cau,1949,mdp.39015009308332
Citizens' Committee to Free Earl Browder.,The Browder case : a summary of facts : a brief for justice and fair play in America.,"Citizens' Committee to Free Earl Browder, 1941.",nyu,1941,osu.32435073930638
"Ewing, Cortez Arthur Milton, 1896-1962.","Presidential elections from Abraham Lincoln to Franklin D. Roosevelt, by Cortez A.M. Ewing.","University of Oklahoma press, 1940.",oku,1940,mdp.39015002132515
"Flynn, John Thomas, 1883-1964.","As we go marching, by John T. Flynn.","Doubleday, Doran and co., inc., 1944.",nyu,1944,mdp.39015001575656
"Pressey, Sidney L. 1888-1979.",Psychology and the new education.,Harper [1944],nyu,1944,uc1.b3107826
United States. Congress. House. Committee on Un-American Activities.,"Testimony of Victor A. Kravchenko : hearings before the Committee on Un-American Activities, House of Representatives, Eightieth Congress, first session, on H.R. 1884 and H.R. 2122, bills to curb or outlaw the Communist Party of the United States, Public law 601 (Section 121, Subsection Q(2)) July 22, 1947.","U.S. Govt. Print. Off., 1947.",dcu,1947,uiug.30112119787601
"Hornberger, Theodore, 1906-1975.","Scientific thought in the American colleges, 1638-1800.","The University of Texas press, 1945.",txu,1945,mdp.39015008390315
"Petersen, Arnold.",Constitution of the United States : founding of the bourgeois republic / by Arnold Petersen.,"New York Labor News, 1944.",nyu,1944,uc1.$b269646
"Burtt, Harold E. 1890-1991.",Principles of employment psychology [by] Harold Ernest Burtt.,Harper & brothers [c1942],nyu,1942,mdp.39015002351552
"Adler, Mortimer Jerome, 1902-2001","The philosophy and science of man as a foundation for ethics and politics,","Distributed by the University of Chicago bookstore, c1940.",ilu,1940,umn.319510008312187
"Miller, Neal E. 1909-2002.","Social learning and imitation, by Neal E. Miller and John Dollard.","Pub. for the Institute of human relations by Yale university press; H. Milford, Oxford university press, 1947, 1941.",ctu,1947,mdp.49015000435173
"Einstein, Albert, 1879-1955.",The world as I see it.,Philosophical Library [1949],nyu,1949,uva.x000305622
"Muelder, Hermann R. 1905-","Years of this land, a geographical history of the United States, by Hermann R. Muelder and David M. Delo.","D. Appleton-Century company, incorporated, 1943.",nyu,1943,mdp.39015059429731
"Gaer, Joseph, 1897-1969.",The first round;,"Duell, Sloan and Pearce [1944]",nyu,1944,uc1.b3289714
"Truax, Rhoda.","Joseph Lister, father of modern surgery / by Rhoda Truax.",The Bobbs-Merrill company c1944.,inu,1944,umn.31951p00671751h
"Tiegs, Ernest W. 1891-1970.","Mental hygiene in education, by Ernest W. Tiegs [and] Barney Katz.",The Ronald press company [c1941],nyu,1941,mdp.39015003486936
"Paul, Leslie, 1905-1985.",The annihilation of man : a study of the crisis in the West / by Leslie Paul.,"Harcourt, Brace and Company , [1945]",nyu,1945,mdp.39015003462234
"Atteberry, George C.","Introduction to social science, a survey of social problems","The Macmillan company, 1941-42.",nyu,1942,mdp.39015021244846
"Katz, Daniel, 1903-1998.","Morale and motivation in industry. Presented at the Conference on Trends in Industrial Psychology at the University of Pittsburgh,February 19, 1949.","Survey Research Center, University of Michigan [1949?]",miu,1949,mdp.39015011282905
"Wilson, Francis Graham, 1901-1976",The American political mind : a textbook in political theory.,"Greenwood Press, [1970, c1949].",xxu,1949,pst.000028554844
Plotinus.,"The essence of Plotinus : extracts from the six Enneads and Porphyry's life of Plotinus / based on the translation by Stephen Mackenna ; with an appendix giving some of the most important Platonic and Aristotelian sources on which Plotinus drew, and an annotated bibliography, compiled by Grace H. Turnbull ; foreword by W.R. Inge.","Oxford University press, 1948, 1934.",nyu,1948,mdp.49015000732926
"Abrahams, Lewis.","It's all politics, by Lewis Abrahams; illustrations by Fred L. Packer.","S. Curl, inc. [1944]",nyu,1944,mdp.39015030799491
"DeWolf, L. Harold 1905-1986.",The religious revolt against reason.,Harper [1949],nyu,1949,mdp.39015026267594
"Soule, George Henry, 1887-1970.","The strength of nations, a study in social theory, by George Soule ...","The Macmillan Company, 1942.",nyu,1942,mdp.39015021278430
"Washburn, Ruth Wendell, 1890-1975.",Children know their friends.,"W. Morrow, 1949.",nyu,1949,uva.x000764530
New York State Museum and Science Service.,Bulletin.,,nyu,1959,rul.39030035157512
"Sennett, Mack, 1880-1960.","King of comedy / by Mack Sennett, as told to Cameron Shipp.","Doubleday, 1954.",nyu,1954,mdp.39015003982827
"Bivins, Viola Cobb.",Echoes of the Confederacy.,"Mrs. J. K. Bivins, [1950]",txu,1950,umn.319510019569066
"Barclay, Dorothy, 1918-",Understanding the city child: a book for parents / by Dorothy Barclay.,F. Watts [1959],nyu,1959,mdp.39015001659039
"Lynd, Albert.",Quackery in the public schools.,Grosset & Dunlap [1953],nyu,1953,mdp.39015016495544
"Young, Paul Thomas, 1892-1978",Motivation of behavior; the fundamental determinants of human and animal activity.,Wiley [1950],nyu,1950,hvd.hnq5bv
"Anselm, Saint, Archbishop of Canterbury, 1033-1109","Proslogium ; Monologium / St Anselm.  An Appendix in behalf of the fool / by Gaunilon.  And, Cur Deus homo / [St. Anselm] ; translated from the Latin by Sidney Norton Deane ; with an introduction, bibliography, and reprints of the opinions of leading philosophers and writers on the ontological argument","Open Court Pub. Co., 1958, ©1903",ilu,1958,uc1.31822002821718
"Sappenfield, Bert Reese, 1912-",Personality dynamics. an integrative psychology of adjustment.,"Knopf, 1954.",nyu,1954,mdp.39015002394131
"Burns, James MacGregor.","Government by the people : dynamics of American National, State and local government / [by] James MacGregor Burns [and] Jack Walter Peltason.","Prentice-Hall, 1954.",nyu,1954,mdp.39015081316542
"Wilson, Edmund, 1895-1972.",To the Finland station; a study in the writing and acting of history.,"Doubleday, 1953 [c1940]",nyu,1953,mdp.39015002298183
"Vartanian, Aram, 1922-",Diderot and Descartes; a study of scientific naturalism in the Enlightenment.,"Princeton University Press, 1953.",nju,1953,uc1.b4251686
"Arbuckle, Dugald Sinclair, 1912-",Teacher counseling.,"Addison-Wesley Press, 1950.",mau,1950,uc1.b4168459
Plato.,Plato's Meno / translated by Benjamin Jowett ; with an introduction by Fulton H. Anderson.,"Bobbs-Merrill, 1957, c1949.",inu,1957,mdp.39015054134070
"Sheen, Fulton J. 1895-1979.",Old errors and new labels.,"Garden City Pub. Co. [1950, c1931]",nyu,1950,uva.x001533396
"Menninger, William Claire, 1899-1966.",Human understanding in industry; a guide for supervisors [by] William C. Menninger [and] Harry Levinson.,"Science Research Associates, c1956.",ilu,1956,mdp.39015006459831
"Gates, Arthur I., 1890-1972.",Educational psychology [by] Arthur I.Gates [and others],"Macmillan [1957, c1948]",nyu,1957,uc1.31210000349918
"De Lissovoy, Vladimir, 1918-",Head banging in early childhood; an exploratory study of an atypical behavior pattern.,1959,nyu,1959,coo.31924003557356
"Hunt, Elgin F.",Social science; an introduction to the study of society.,Macmillan [1955],nyu,1955,mdp.39015081244991
"Dewey, John, 1859-1952.",Philosophy of education (Problems of men),"Littlefield, Adams [1958, c1946]",nju,1958,mdp.39015010228081
"Mayer, Frederick, 1921-",A history of ancient & medieval philosophy.,American Book Co. [1950],nyu,1950,uc1.32106000017829
"Parrington, Vernon Louis, 1871-1929.","The beginnings of critical realism in America, 1860-1920 / Vernon L. Parrington.","Harcourt, Brace & World, c1958.",nyu,1958,osu.32435062752241
"Cecil, David, 1902-1986.","The fine art of reading, and other literary studies.",Bobbs-Merrrill [1957],inu,1957,mdp.39015010224940
"Postman, Leo Joseph.",Degree of learning and interserial interference in retention;,"University of California Press, 1959.",cau,1959,uva.x000540599
"Mosteller, Frederick, 1916-2006","Selected quantitative techniques [by] Frederick Mosteller [and] Robert R. Bush, and Attitude measurement [by] Bert F. Green.",Addison-Wesley [c1954],mau,1954,inu.30000113531341
"Gallwey, Mary Osborn, 1930-",A study of decision time in children.,1958,nyu,1958,coo.31924003554841
"Smith, George Horsley","Motivation research in advertising and marketing, [by] George Horsley Smith.",1954,nyu,1954,umn.319510011282002
"Cantril, Hadley, 1906-1969.",Tensions that cause wars : common statement and individual papers by a group of social scientists brought together by UNESCO.,"University of Illinois Press, 1950.",ilu,1950,mdp.39015030602810
"Williams, T. Harry 1909-1979.",Lincoln and his generals / T. Harry Williams.,"Knopf, 1958.",nyu,1958,wu.89006827034
"Koller, Lawrence R., 1912-","The fireside book of guns. Harold L. Peterson, historian, Herb Glass, gun consultant.",Simon and Schuster [1959],nyu,1959,mdp.39015002245226
"Montagu, Ashley, 1905-1999.",Education and human relations.,Grove Press [c1958],nyu,1958,mdp.39015002971862
"Rand, Winifred.","Growth and development of the young child, by Winifred Rand, Mary E. Sweeny [and] E. Lee Vincent.","Saunders, 1953.",pau,1953,mdp.39015004356674
"Mussen, Paul Henry.",Child development and personality [by] Paul Henry Mussen [and] John Janeway Conger.,Harper [1956],nyu,1956,coo.31924013800077
"Pound, Roscoe, 1870-1964",An introduction to the philosophy of law / by Roscoe Pound,"Yale University Press, 1959, c1954",ctu,1954,uc1.32106018401858
,The American heritage book of great historic places. / Narrative by Richard M. Ketchum. Introd. by Bruce Catton.,"American Heritage Pub. Co., [1957]",nyu,1957,mdp.39015019187676
"Bronowski, Jacob, 1908-1974.",Science and human values / by J. Bronowski.,"J. Messner, c1956.",nyu,1956,mdp.39015002996158
"Gantt, W. Horsley 1892-",Physiological bases of psychiatry.,Thomas [1958],ilu,1958,mdp.39015003842740
"Blum, John Morton, 1921-",The Republican Roosevelt.,"Harvard University Press, 1954.",mau,1954,mdp.39015008556600
"Minnick, Wayne C.",The art of persuasion.,Houghton Mifflin [1957],mau,1957,mdp.39015001668261
"Beloff, Max, 1913-1999.",The American Federal Government.,"Oxford University Press, 1959.",nyu,1959,mdp.39015030801669
"Sadler, William Samuel, 875-",Practice of psychiatry.,"Mosby, 1953.",mou,1953,mdp.39015072208302
"Flynn, John T. 1882-1964.",The decline of the American Republic and how to rebuild it.,"Devin-Adair, 1955.",nyu,1955,mdp.39015022688165
"McMullen, Helen Tate",An exploratory study of some aspects relating to extremely high and extremely low control of children by rural mothers.,1952,nyu,1952,coo.31924003543877
"Spencer, Herbert, 1820-1903.","Social statics; the conditions essentials to human happiness specified, and the first of them developed.","Robert Schalkenbach Foundation, 1954.",nyu,1954,mdp.39076005855460
"Jefferson, Frederica Young, 1925-",Fostering cooperative attitudes in children through an action program.,1956,nyu,1956,coo.31924003560871
"Shi, Guang, 1963-, 石光, 1963-","Zhongguo zheng zhi lun / Shi Guang zhu.,中國政治論 / 石光著.","Min zhu zi you cu jin she, Minguo 40 [1951], 民主自由促進社, 民國40 [1951]",txu,1951,mdp.39015058494785
"Jenkins, Richard L. 1903-1991.",Breaking patterns of defeat; the effective readjustment of the sick personality.,Lippincott [1954],pau,1954,mdp.39015002433129
"Trevor-Roper, H. R. 1914-2003.",Men and events; historical essays.,Harper [1957],nyu,1957,mdp.39015008888862
"Strang, Ruth May, 1895-1971.",An introduction to child study.,Macmillan [1951],nyu,1951,mdp.39015004322130
"Evans, Jean, 1912-",Three men; an experiment in the biography of emotion. Introd. by Gordon W. Allport.,"Knopf, 1954.",nyu,1954,mdp.39015001988040
National Research Council (U.S.). Office of Scientific Personnel.,"The baccalaureate origins of the science doctorates awarded in the United States from 1936 to 1950 inclusive. Compiled by the Office of Scientific Personnel, M. H. Trytten, director.","National Academy of Sciences, National Research Council, 1955.",dcu,1955,mdp.39015030712510
"White, Morton, 1917-2016","The age of analysis; 20th century philosophers, selected, with introd. and interpretive commentary.",New American Library [1955],nyu,1955,uva.x000380915
"Britt, Steuart Henderson, 1907-1979.",Social psychology of modern life.,Rinehart [1950],nyu,1950,mdp.39015022397809
"Anselm, Saint, Archbishop of Canterbury, 1033-1109.",Proslogium : monologium ; an appendix in behalf of the fool by Gaunilon ; and Cur deus homo / St. Anselm ; translated from the Latin by Sidney Norton Deane.,"Open Court, 1954.",ilu,1954,uiug.30112052692305
"Barker, Roger G. 1903-",Adjustment to physical handicap and illness:,Social Science Research Council [1953],nyu,1953,mdp.39015001648917
Medical College of Virginia.,"Symposium on colonial medicine, in commemoration of the 350th anniversary of the settlement of Virginia. Sponsored jointly by the Medical College of Virginia Foundation and the American Association of the History of Medicine, Richmond, Virginia, May 7, 1957. Papers by: Sir George N. Clark, J.J. Keevil, Saul Jarcho, Whitfield J. Bell, Jr. [and] Wyndham B. Blanton.","Jamestown-Williamsburg-Yorktown Celebration Commission and the Virginia 350th Anniversary Commission, 1957.",vau,1957,mdp.39015006698495
"Mathematics and Science Education in U.S. Public Schools (1958 : Washington, D.C.)","Mathematics and science education in U.S. public schools / report of the conference sponsored by American Association for the Advancement of Science, American Association of School Administrators, Council of Chief State School Officers, National Association of Secondary School Principals, Scientific Manpower Commission, in cooperation with U.S. Office of Education, Washington, D. C., February 10-11, 1958 ; [J. Dan Hull...et al.]","U.S. Dept. of Health, Education, and Welfare, Office of Education : For sale by the Supt. of Docs., U.S. G.P.O., 1958.",dcu,1958,osu.32435020202784
